

No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Liquidus Temperature ( C ), Liquidus Temperature (Predictive Value), Liquidus Temperature (Residual)
419, GJ03-260266, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.99, 8.93, , 26.08, , 1211.0, , 
420, GJ03-260267, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 65.02, 8.99, , 25.99, , 1217.0, , 
421, GJ03-260268, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.91, 8.99, , 26.1, , 1217.0, , 
422, GJ03-260269, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.94, 9.06, , 26.0, , 1201.0, , 
423, GJ03-260270, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.77, 8.93, , 26.3, , 1188.0, , 
424, GJ03-260271, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.8, 8.99, , 26.21, , 1191.0, , 
425, GJ03-260272, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.83, 9.06, , 26.11, , 1195.0, , 
426, GJ03-260273, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.76, 9.12, , 26.12, , 1203.0, , 
427, GJ03-260274, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.94, 9.06, , 26.0, , 1201.0, , 
428, GJ03-260275, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.77, 8.93, , 26.3, , 1188.0, , 
429, GJ03-260276, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 61.96, 7.61, , 30.43, , 1266.0, , 
430, GJ03-260277, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 62.75, 9.24, , 28.01, , 1235.0, , 
431, GJ03-260278, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 61.97, 9.9, , 28.13, , 1267.0, , 
432, GJ03-260279, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 61.02, 10.23, , 28.75, , 1285.0, , 
433, GJ03-260280, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 60.01, 9.23, , 30.76, , 1241.0, , 
434, GJ03-260281, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 57.66, 10.04, , 32.3, , 1269.0, , 
435, GJ03-260282, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.94, 2.94, , 32.12, , 1390.0, , 
436, GJ03-260283, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 66.22, 5.4, , 28.38, , 1336.0, , 
437, GJ03-260284, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.77, 8.93, , 26.3, , 1188.0, , 
438, GJ03-260285, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 62.75, 9.24, , 28.01, , 1235.0, , 
439, GJ03-260286, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 61.97, 9.9, , 28.13, , 1267.0, , 
440, GJ03-260287, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 61.02, 10.23, , 28.75, , 1285.0, , 
441, GJ03-260288, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 60.63, 10.56, , 28.81, , 1294.0, , 
442, GJ03-260289, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 59.48, 14.21, , 26.31, , 1350.0, , 
443, GJ03-260290, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.91, 8.99, , 26.1, , 1217.0, , 
444, GJ03-260291, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 64.77, 8.97, 0.78, 25.48, , 1190.0, , 
445, GJ03-260292, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 61.96, 7.61, , 30.43, , 1266.0, , 
446, GJ03-260293, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 61.83, 7.59, 0.77, 29.81, , 1258.0, , 
447, GJ03-260294, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 60.01, 9.23, , 30.76, , 1241.0, , 
448, GJ03-260295, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 59.88, 9.21, 0.78, 30.13, , 1228.0, , 
449, GJ03-260296, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 57.66, 10.04, , 32.3, , 1269.0, , 
450, GJ03-260297, J. Non-Crystalline Solids, 2004, v. 349  p. 0377, 57.53, 10.02, 0.78, 31.67, , 1271.0, , 
451, GJ02-260305, Glass Physics & Chemistry, 2004, v. 030  p. 0481, 49.6, , , 28.0, 22.4, 1280.0, , 
452, GJ02-260306, Glass Physics & Chemistry, 2004, v. 030  p. 0481, 50.0, , , 25.6, 24.4, 1275.0, , 
453, GP03-261727, US Patent    Owens Corning  (US), 2004, A6809050, 64.93, 9.26, , 25.81, , 1222.0, , 
454, GP03-261728, US Patent    Owens Corning  (US), 2004, A6809050, 68.87, 10.54, , 20.59, , 1314.0, , 
455, GP03-261729, US Patent    Owens Corning  (US), 2004, A6809050, 72.92, 11.85, , 15.23, , 1386.0, , 
456, GP03-261730, US Patent    Owens Corning  (US), 2004, A6809050, 70.37, 11.49, , 18.14, , 1449.0, , 
457, GP03-261731, US Patent    Owens Corning  (US), 2004, A6809050, 70.37, 11.49, , 18.14, , 1427.0, , 
458, GP03-261733, US Patent    Owens Corning  (US), 2004, A6809050, 65.03, 16.44, , 18.53, , 1469.0, , 
459, GB02-263298, Advances in Fusion of Glass, 1988, v. 001  p. 3116, 66.67, , , , 33.33, 865.0, , 
460, GJ02-263349, Chemistry Express (J), 1989, v. 004  p. 0769, 66.67, , , , 33.33, 855.0, , 
461, GI02-263420, Proc. ICG, 1977, v. 001  p. 0249, 60.0, , , , 40.0, 970.0, , 
462, GI02-263421, Proc. ICG, 1977, v. 001  p. 0249, 70.0, , , , 30.0, 870.0, , 
463, GI02-263422, Proc. ICG, 1977, v. 001  p. 0249, 80.0, , , , 20.0, 1080.0, , 
464, GI02-263423, Proc. ICG, 1977, v. 001  p. 0249, 90.0, , , , 10.0, 1480.0, , 
465, GI02-263438, Proc. ICG, 1989, v. 01a  p. 0162, 66.67, , , , 33.33, 860.0, , 
466, GJ02-264198, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 66.67, , , , 33.33, 873.0, , 
467, GJ03-264199, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 50.0, , 25.0, 25.0, , 1392.0, , 
468, GJ03-264201, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 55.56, 22.22, 22.22, , , 1370.0, , 
469, GJ03-264204, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 50.0, 25.0, , 25.0, , 1560.0, , 
470, GJ02-264205, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 75.0, , , , 25.0, 810.0, , 
471, GJ02-264212, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 71.74, , , 12.81, 15.45, 1010.0, , 
472, GJ02-264214, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 66.4, , , , 33.6, 874.0, , 
473, GJ02-264215, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 64.0, , , , 36.0, 872.0, , 
474, GJ02-264216, J. Non-Crystalline Solids, 2005, v. 351  p. 0789, 60.9, , , , 39.1, 910.0, , 
475, GJ02-268106, J. Materials Research, 2005, v. 020  p. 3346, 50.0, 25.0, , , 25.0, 1510.0, , 
476, GJ02-268107, J. Materials Research, 2005, v. 020  p. 3346, 66.67, 16.67, , , 16.67, 1124.0, , 
477, GJ02-268108, J. Materials Research, 2005, v. 020  p. 3346, 75.0, 12.5, , , 12.5, 1085.0, , 
478, GJ02-268114, J. Materials Research, 2005, v. 020  p. 3346, 40.0, 20.0, , 20.0, 20.0, 1303.0, , 
479, GJ02-268115, J. Materials Research, 2005, v. 020  p. 3346, 57.14, 14.29, , 14.29, 14.29, 1133.0, , 
480, GJ02-268116, J. Materials Research, 2005, v. 020  p. 3346, 66.67, 11.11, , 11.11, 11.11, 1190.0, , 
481, GJ03-268171, J. Materials Research, 2005, v. 020  p. 3346, 66.71, , , 25.53, 7.77, 1298.0, , 
482, GJ03-268172, J. Materials Research, 2005, v. 020  p. 3346, 59.66, , , 24.17, 16.17, 1193.0, , 
483, GJ03-268173, J. Materials Research, 2005, v. 020  p. 3346, 65.96, , , 21.85, 12.2, 1208.0, , 
484, GJ03-268177, J. Materials Research, 2005, v. 020  p. 3346, 61.03, 4.56, , 34.41, , 1393.0, , 
485, GJ03-268178, J. Materials Research, 2005, v. 020  p. 3346, 55.09, 11.47, , 33.44, , 1378.0, , 
486, GJ03-268179, J. Materials Research, 2005, v. 020  p. 3346, 66.71, 7.77, , 25.53, , 1378.0, , 
487, GJ03-268180, J. Materials Research, 2005, v. 020  p. 3346, 59.66, 16.17, , 24.17, , 1278.0, , 
488, GJ03-268181, J. Materials Research, 2005, v. 020  p. 3346, 65.96, 12.2, , 21.85, , 1288.0, , 
489, GJ03-277162, J. American Ceramic Soc., 2007, v. 090  p. 0720, 62.75, 9.24, , 28.01, , 1200.0, , 
490, GJ03-283439, J. Non-Crystalline Solids, 2008, v. 354  p. 1721, 50.2, , , 30.6, 19.2, 1280.0, , 
491, GP03-289848, Japanese Patent, 2009, A514773, 66.47, 9.04, 9.15, 15.34, , 1301.0, , 
492, GP03-289849, Japanese Patent, 2009, A514773, 65.68, 12.1, 16.83, 4.4, 0.99, 1316.0, , 
493, GP06-296866, US Patent    Owens Corning  (US), 2010, A0069220, 72.34, 13.59, 14.07, , , 1437.0, , 
494, GP03-296867, US Patent    Owens Corning  (US), 2010, A0069220, 69.53, 13.45, 17.02, , , 1425.0, , 
495, GP03-296873, US Patent    Owens Corning  (US), 2010, A0069220, 73.07, 12.92, 14.01, , , 1425.0, , 
496, GP06-297124, US Patent    Owens Corning  (US), 2010, A0160139, 72.34, 13.59, 14.07, , , 1437.0, , 
497, GP06-297125, US Patent    Owens Corning  (US), 2010, A0160139, 69.53, 13.45, 17.02, , , 1425.0, , 
498, GP06-297131, US Patent    Owens Corning  (US), 2010, A0160139, 73.07, 12.92, 14.01, , , 1425.0, , 
499, GP03-299273, US Patent, 2010, A7799713, 66.47, 9.04, 9.15, 15.34, , 1301.0, , 
500, GP03-299367, US Patent, 2010, A7823417, 66.47, 9.04, 9.15, 15.34, , 1301.0, , 
501, GP03-302390, US Patent    Owens Corning  (US), 2011, A0003678, 66.47, 9.04, 9.15, 15.34, , 1301.0, , 
502, GP06-306344, European Patent    Owens Corning  (US), 2011, A2379461, 72.34, 13.59, 14.07, , , 1437.0, , 
503, GP06-306345, European Patent    Owens Corning  (US), 2011, A2379461, 69.53, 13.45, 17.02, , , 1425.0, , 
504, GP06-306351, European Patent    Owens Corning  (US), 2011, A2379461, 73.07, 12.92, 14.01, , , 1425.0, , 
505, GP06-306355, European Patent    Owens Corning  (US), 2011, A2379462, 71.73, 11.47, 16.8, , , 1417.0, , 
506, GP06-306361, European Patent    Owens Corning  (US), 2011, A2379462, 75.76, 9.05, 12.21, , 2.98, 1471.0, , 
507, GP06-309806, US Patent, 2012, A8338319, 72.34, 13.59, 14.07, , , 1437.0, , 
508, GP06-309807, US Patent, 2012, A8338319, 69.53, 13.45, 17.02, , , 1425.0, , 
509, GP06-309813, US Patent, 2012, A8338319, 73.07, 12.92, 14.01, , , 1425.0, , 
510, GJ03-310501, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 64.0, 10.8, , 25.2, , 1331.0, , 
511, GJ03-310502, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 10.2, , 23.8, , 1314.0, , 
512, GJ03-310503, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 9.6, , 22.4, , 1322.0, , 
513, GJ03-310504, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 9.0, , 21.0, , 1349.0, , 
514, GJ03-310505, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 11.9, , 22.1, , 1410.0, , 
515, GJ03-310506, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 11.2, , 20.8, , 1387.0, , 
516, GJ03-310507, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 10.5, , 19.5, , 1360.0, , 
517, GJ03-310508, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 9.8, , 18.2, , 1396.0, , 
518, GJ03-310509, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 12.8, , 19.2, , 1420.0, , 
519, GJ03-310510, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 12.0, , 18.0, , 1431.0, , 
520, GJ03-310511, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 11.2, , 16.8, , 1404.0, , 
521, GJ03-310512, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 10.4, , 15.6, , 1454.0, , 
522, GJ03-310513, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 13.5, , 16.5, , 1459.0, , 
523, GJ03-310514, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 12.6, , 15.4, , 1463.0, , 
524, GJ03-310515, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 11.7, , 14.3, , 1453.0, , 
525, GJ03-310516, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 10.8, , 13.2, , 1456.0, , 
526, GJ03-310517, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 14.0, , 14.0, , 1456.0, , 
527, GJ03-310518, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 13.0, , 13.0, , 1455.0, , 
528, GJ03-310519, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 12.0, , 12.0, , 1472.0, , 
529, GJ03-310520, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 78.0, 11.0, , 11.0, , 1471.0, , 
530, GJ03-310521, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 14.3, , 11.7, , 1485.0, , 
531, GJ03-310522, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 13.2, , 10.8, , 1500.0, , 
532, GJ03-310523, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 78.0, 12.1, , 9.9, , 1430.0, , 
533, GJ03-310524, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 80.0, 11.0, , 9.0, , 1500.0, , 
534, GJ03-310525, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 60.0, 12.0, 28.0, , , 1370.0, , 
535, GJ03-310526, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 62.0, 11.4, 26.6, , , 1403.0, , 
536, GJ03-310527, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 64.0, 10.8, 25.2, , , 1425.0, , 
537, GJ03-310528, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 10.2, 23.8, , , 1463.0, , 
538, GJ03-310529, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 62.0, 13.3, 24.7, , , 1411.0, , 
539, GJ03-310530, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 64.0, 12.6, 23.4, , , 1419.0, , 
540, GJ03-310531, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 11.9, 22.1, , , 1425.0, , 
541, GJ03-310532, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 11.2, 20.8, , , 1461.0, , 
542, GJ03-310533, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 64.0, 14.4, 21.6, , , 1452.0, , 
543, GJ03-310534, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 13.6, 20.4, , , 1460.0, , 
544, GJ03-310535, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 12.8, 19.2, , , 1460.0, , 
545, GJ03-310536, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 12.0, 18.0, , , 1459.0, , 
546, GJ03-310537, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 15.3, 18.7, , , 1435.0, , 
547, GJ03-310538, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 14.4, 17.6, , , 1453.0, , 
548, GJ03-310539, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 13.5, 16.5, , , 1461.0, , 
549, GJ03-310540, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 12.6, 15.4, , , 1463.0, , 
550, GJ03-310541, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 16.0, 16.0, , , 1460.0, , 
551, GJ03-310542, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 15.0, 15.0, , , 1455.0, , 
552, GJ03-310543, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 14.0, 14.0, , , 1478.0, , 
553, GJ03-310544, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 13.0, 13.0, , , 1480.0, , 
554, GJ03-310545, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 16.5, 13.5, , , 1500.0, , 
555, GJ03-310546, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 15.4, 12.6, , , 1500.0, , 
556, GJ03-310547, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 14.3, 11.7, , , 1500.0, , 
557, GJ03-310548, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 13.2, 10.8, , , 1485.0, , 
558, GJ03-310549, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 61.0, 11.7, 20.48, 6.83, , 1316.0, , 
559, GJ03-310550, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 63.0, 11.1, 19.43, 6.48, , 1361.0, , 
560, GJ03-310551, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 10.5, 18.38, 6.13, , 1379.0, , 
561, GJ03-310552, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 9.9, 17.33, 5.78, , 1407.0, , 
562, GJ03-310553, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 63.0, 12.95, 18.04, 6.01, , 1315.0, , 
563, GJ03-310554, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 12.25, 17.06, 5.69, , 1315.0, , 
564, GJ03-310555, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 11.55, 16.09, 5.36, , 1405.0, , 
565, GJ03-310556, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 10.85, 15.11, 5.04, , 1419.0, , 
566, GJ03-310557, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 14.0, 15.75, 5.25, , 1356.0, , 
567, GJ03-310558, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 13.2, 14.85, 4.95, , 1403.0, , 
568, GJ03-310559, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 12.4, 13.95, 4.65, , 1416.0, , 
569, GJ03-310560, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 11.6, 13.05, 4.35, , 1433.0, , 
570, GJ03-310561, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 14.85, 13.61, 4.54, , 1406.0, , 
571, GJ03-310562, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 13.95, 12.79, 4.26, , 1417.0, , 
572, GJ03-310563, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 13.05, 11.96, 3.99, , 1428.0, , 
573, GJ03-310564, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 12.15, 11.14, 3.71, , 1455.0, , 
574, GJ03-310565, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 15.5, 11.63, 3.88, , 1432.0, , 
575, GJ03-310566, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 14.5, 10.88, 3.63, , 1449.0, , 
576, GJ03-310567, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 13.5, 10.13, 3.38, , 1453.0, , 
577, GJ03-310568, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 12.5, 9.38, 3.13, , 1462.0, , 
578, GJ03-310569, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 15.95, 9.79, 3.26, , 1475.0, , 
579, GJ03-310570, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 14.85, 9.11, 3.04, , 1475.0, , 
580, GJ03-310571, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 13.75, 8.44, 2.81, , 1475.0, , 
581, GJ03-310572, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 77.0, 12.65, 7.76, 2.59, , 1465.0, , 
582, GJ03-310573, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 63.0, 11.1, 6.48, 19.43, , 1309.0, , 
583, GJ03-310574, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 10.5, 6.13, 18.38, , 1305.0, , 
584, GJ03-310575, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 9.9, 5.78, 17.33, , 1354.0, , 
585, GJ03-310576, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 9.3, 5.43, 16.28, , 1407.0, , 
586, GJ03-310577, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 12.25, 5.69, 17.06, , 1327.0, , 
587, GJ03-310578, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 11.55, 5.36, 16.09, , 1334.0, , 
588, GJ03-310579, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 10.85, 5.04, 15.11, , 1366.0, , 
589, GJ03-310580, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 10.15, 4.71, 14.14, , 1402.0, , 
590, GJ03-310581, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 13.2, 4.95, 14.85, , 1353.0, , 
591, GJ03-310582, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 12.4, 4.65, 13.95, , 1321.0, , 
592, GJ03-310583, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 11.6, 4.35, 13.05, , 1365.0, , 
593, GJ03-310584, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 10.8, 4.05, 12.15, , 1413.0, , 
594, GJ03-310585, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 13.95, 4.26, 12.79, , 1331.0, , 
595, GJ03-310586, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 13.05, 3.99, 11.96, , 1359.0, , 
596, GJ03-310587, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 12.15, 3.71, 11.14, , 1388.0, , 
597, GJ03-310588, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 11.25, 3.44, 10.31, , 1419.0, , 
598, GJ03-310589, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 14.5, 3.63, 10.88, , 1369.0, , 
599, GJ03-310590, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 13.5, 3.38, 10.13, , 1380.0, , 
600, GJ03-310591, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 12.5, 3.13, 9.38, , 1416.0, , 
601, GJ03-310592, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 77.0, 11.5, 2.88, 8.63, , 1435.0, , 
602, GJ03-310593, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 14.85, 3.04, 9.11, , 1450.0, , 
603, GJ03-310594, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 13.75, 2.81, 8.44, , 1414.0, , 
604, GJ03-310595, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 77.0, 12.65, 2.59, 7.76, , 1429.0, , 
605, GJ03-310596, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 79.0, 11.55, 2.36, 7.09, , 1453.0, , 
606, GJ03-310597, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 62.0, 11.4, 13.3, 13.3, , 1280.0, , 
607, GJ03-310598, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 64.0, 10.8, 12.6, 12.6, , 1304.0, , 
608, GJ03-310599, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 10.2, 11.9, 11.9, , 1361.0, , 
609, GJ03-310600, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 9.6, 11.2, 11.2, , 1374.0, , 
610, GJ03-310601, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 64.0, 12.6, 11.7, 11.7, , 1308.0, , 
611, GJ03-310602, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 11.9, 11.05, 11.05, , 1337.0, , 
612, GJ03-310603, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 11.2, 10.4, 10.4, , 1363.0, , 
613, GJ03-310604, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 10.5, 9.75, 9.75, , 1405.0, , 
614, GJ03-310605, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 13.6, 10.2, 10.2, , 1325.0, , 
615, GJ03-310606, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 12.8, 9.6, 9.6, , 1354.0, , 
616, GJ03-310607, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 12.0, 9.0, 9.0, , 1401.0, , 
617, GJ03-310608, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 11.2, 8.4, 8.4, , 1427.0, , 
618, GJ03-310609, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 14.4, 8.8, 8.8, , 1356.0, , 
619, GJ03-310610, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 13.5, 8.25, 8.25, , 1365.0, , 
620, GJ03-310611, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 12.6, 7.7, 7.7, , 1412.0, , 
621, GJ03-310612, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 11.7, 7.15, 7.15, , 1428.0, , 
622, GJ03-310613, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 15.0, 7.5, 7.5, , 1426.0, , 
623, GJ03-310614, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 14.0, 7.0, 7.0, , 1420.0, , 
624, GJ03-310615, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 13.0, 6.5, 6.5, , 1427.0, , 
625, GJ03-310616, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 12.0, 6.0, 6.0, , 1438.0, , 
626, GJ03-310617, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 15.4, 6.3, 6.3, , 1475.0, , 
627, GJ03-310618, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 14.3, 5.85, 5.85, , 1450.0, , 
628, GJ03-310619, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 13.2, 5.4, 5.4, , 1450.0, , 
629, GJ03-310620, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 78.0, 12.1, 4.95, 4.95, , 1450.0, , 
630, GP03-313178, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 66.47, 9.04, 9.15, 15.34, , 1301.0, , 
631, GP03-313179, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 65.68, 12.1, 16.83, 4.4, 0.99, 1316.0, , 
632, GP03-313365, US Patent    Nitto Boseki (J), 2013, A0210602, 61.59, 12.72, 18.45, 7.24, , 1305.0, , 
