

No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Liquidus Temperature ( C ), Liquidus Temperature (Predictive Value), Liquidus Temperature (Residual)
1, GI02-016259, Proc. ICG, 1986, v. 001  p. 0090, 70.0, , , , 30.0, 859.0, , 
2, GI02-016260, Proc. ICG, 1986, v. 001  p. 0090, 67.0, , , , 33.0, 874.0, , 
3, GI02-016261, Proc. ICG, 1986, v. 001  p. 0090, 60.0, , , , 40.0, 950.0, , 
4, GI02-016262, Proc. ICG, 1986, v. 001  p. 0090, 50.0, , , , 50.0, 1088.0, , 
5, GI03-025024, Proc. ICG, 2001, v. 002  p. 0066, 42.86, 14.29, 42.85, , , 1547.0, , 
6, GP06-029650, Japanese Patent    AGC (J), 1983, A064243, 49.52, 17.02, 24.61, 8.84, , 1390.0, , 
7, GP06-029651, Japanese Patent    AGC (J), 1983, A064243, 60.97, 22.62, 6.73, 9.67, , 1397.0, , 
8, GP06-029652, Japanese Patent    AGC (J), 1983, A064243, 71.35, 13.18, 6.35, 9.12, , 1313.0, , 
9, GP06-029653, Japanese Patent    AGC (J), 1983, A064243, 58.67, 15.08, 7.95, 18.29, , 1318.0, , 
10, GJ02-032267, J. Australian Ceramic Soc., 1984, v. 020  p. 0053, 74.86, 0.92, , 10.38, 13.84, 978.0, , 
11, GJ02-032268, J. Australian Ceramic Soc., 1984, v. 020  p. 0053, 73.59, 0.92, , 11.66, 13.83, 1004.0, , 
12, GJ02-032269, J. Australian Ceramic Soc., 1984, v. 020  p. 0053, 73.88, 0.8, , 10.91, 14.41, 974.0, , 
13, GJ02-032270, J. Australian Ceramic Soc., 1984, v. 020  p. 0053, 73.96, 0.92, , 10.7, 14.42, 974.0, , 
14, GJ02-032271, J. Australian Ceramic Soc., 1984, v. 020  p. 0053, 73.75, 0.92, , 10.6, 14.73, 964.0, , 
15, GJ02-032272, J. Australian Ceramic Soc., 1984, v. 020  p. 0053, 73.68, 0.92, , 10.38, 15.02, 956.0, , 
16, GJ03-032919, Glass & Ceramics, 1988, v. 045  p. 0123, 59.67, 9.66, 7.09, 21.53, 2.04, 1225.0, , 
17, GI09-037490, Proc. ICG, 1986, v. 001  p. 0379, 71.53, , , 11.87, 16.6, 1001.0, , 
18, GI09-037491, Proc. ICG, 1986, v. 001  p. 0379, 75.78, , , 7.57, 16.65, 1066.0, , 
19, GI09-037492, Proc. ICG, 1986, v. 001  p. 0379, 69.27, , , 16.13, 14.6, 1090.0, , 
20, GJ03-041022, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 80.3, 2.5, , 17.2, , 1342.0, , 
21, GJ03-041023, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 72.5, 3.9, , 23.6, , 1230.0, , 
22, GJ03-041024, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 69.2, 4.9, , 25.9, , 1130.0, , 
23, GJ03-041025, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 67.8, 5.6, , 26.6, , 1013.0, , 
24, GJ03-041026, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 65.4, 6.8, , 27.8, , 929.0, , 
25, GJ03-041032, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 77.8, 2.1, , 18.0, 2.1, 1260.0, , 
26, GJ03-041033, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 77.4, 3.1, , 16.7, 2.8, 1043.0, , 
27, GJ03-041034, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 72.9, 4.2, , 19.2, 3.7, 929.0, , 
28, GJ03-041035, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 73.29, 5.02, , 17.07, 4.62, 805.0, , 
29, GJ03-041036, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 68.0, 6.0, , 20.0, 6.0, 740.0, , 
30, GJ03-041055, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 83.0, , , 17.0, , 2041.0, , 
31, GJ03-041056, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 82.0, , , 18.0, , 2022.0, , 
32, GJ03-041057, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 81.0, , , 19.0, , 2003.0, , 
33, GJ03-041058, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 80.0, , , 20.0, , 1984.0, , 
34, GJ03-041059, Glass Physics & Chemistry, 1981, v. 007  p. 0204, 79.0, , , 21.0, , 1962.0, , 
35, GJ02-046451, J. Non-Crystalline Solids, 1983, v. 057  p. 0465, 66.69, , , , 33.31, 874.0, , 
36, GJ02-046452, J. Non-Crystalline Solids, 1983, v. 057  p. 0465, 70.74, , , , 29.25, 865.0, , 
37, GJ02-046453, J. Non-Crystalline Solids, 1983, v. 057  p. 0465, 74.99, , , , 25.01, 811.0, , 
38, GJ02-046454, J. Non-Crystalline Solids, 1983, v. 057  p. 0465, 79.9, , , , 20.09, 1130.0, , 
39, GJ02-046455, J. Non-Crystalline Solids, 1983, v. 057  p. 0465, 85.0, , , , 15.0, 1346.0, , 
40, GP03-048551, Japanese Patent    Corning Inc. (US), 1980, A003390, 64.99, 8.93, , 26.08, , 1139.0, , 
41, GP03-048562, Japanese Patent    Corning Inc. (US), 1980, A003390, 65.1, 8.93, , 25.97, , 1076.0, , 
42, GP02-049290, Japanese Patent    AGC (J), 1979, A040815, 72.13, 1.16, 5.89, 7.41, 13.41, 980.0, , 
43, GJ02-053229, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 80.81, , , 3.48, 15.71, 1240.0, , 
44, GJ02-053230, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 78.89, , , 5.25, 15.85, 1230.0, , 
45, GJ02-053231, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 78.84, , , 3.21, 17.95, 1120.0, , 
46, GJ02-053232, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 75.33, , , 9.9, 14.76, 1100.0, , 
47, GJ02-053233, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 74.28, , , 13.88, 11.84, 1140.0, , 
48, GJ02-053234, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 73.87, , , 11.41, 14.72, 1000.0, , 
49, GJ02-053235, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 73.79, , , 2.33, 23.87, 780.0, , 
50, GJ02-053236, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 71.69, , , 14.61, 13.7, 1050.0, , 
51, GJ02-053237, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 71.14, , , 17.22, 11.64, 1125.0, , 
52, GJ02-053238, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 70.67, , , 6.98, 22.35, 860.0, , 
53, GJ02-053239, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 69.7, , , 15.82, 14.48, 1075.0, , 
54, GJ02-053240, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 67.99, , , 10.2, 21.81, 950.0, , 
55, GJ02-053241, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 67.75, , , 3.53, 28.72, 870.0, , 
56, GJ02-053242, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 66.46, , , 22.4, 11.13, 1200.0, , 
57, GJ02-053243, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 66.35, , , 12.61, 21.04, 1092.0, , 
58, GJ02-053244, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 65.47, , , 21.12, 13.4, 1180.0, , 
59, GJ02-053245, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 65.66, , , 17.07, 17.27, 1083.0, , 
60, GJ02-053246, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 66.03, , , 5.92, 28.05, 920.0, , 
61, GJ02-053247, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 64.84, , , 9.08, 26.08, 1005.0, , 
62, GJ02-053248, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 63.89, , , 15.62, 20.49, 995.0, , 
63, GJ02-053249, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 63.26, , , 13.12, 23.62, 1060.0, , 
64, GJ02-053250, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 62.38, , , 20.9, 16.71, 1150.0, , 
65, GJ02-053251, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 59.54, , , 16.06, 24.4, 1020.0, , 
66, GJ02-053252, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 59.62, , , 21.34, 19.05, 1050.0, , 
67, GJ02-053253, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 58.98, , , 3.29, 37.73, 950.0, , 
68, GJ02-053254, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 57.18, , , 6.22, 36.61, 1010.0, , 
69, GJ02-053255, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 55.96, , , 21.02, 23.02, 1210.0, , 
70, GJ02-053256, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 56.39, , , 10.53, 33.07, 1120.0, , 
71, GJ02-053257, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 54.42, , , 13.7, 31.88, 1150.0, , 
72, GJ02-053258, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 51.91, , , 21.13, 26.96, 1225.0, , 
73, GJ02-053273, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 68.0, , , 10.18, 21.81, 950.0, , 
74, GJ02-053277, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 80.2, , , , 19.8, 1157.0, , 
75, GJ02-053291, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 66.7, , , , 33.3, 869.0, , 
76, GJ02-054307, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 85.0, , , 7.5, 7.5, 1530.0, , 
77, GJ02-054309, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 80.0, , , 5.0, 15.0, 1210.0, , 
78, GJ02-054310, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 80.0, , , 13.0, 7.0, 1510.0, , 
79, GJ02-054311, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 80.0, , , 10.0, 10.0, 1400.0, , 
80, GJ02-054312, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 75.0, , , 12.5, 12.5, 1130.0, , 
81, GJ02-054313, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 75.0, , , 13.5, 11.5, 1350.0, , 
82, GJ02-054315, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 65.0, , , 30.0, 5.0, 1380.0, , 
83, GJ03-054316, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 60.0, , , 40.0, , 1460.0, , 
84, GJ03-054317, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 62.5, , , 37.5, , 1450.0, , 
85, GJ03-054318, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 65.0, , , 35.0, , 1550.0, , 
86, GJ02-054362, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 76.17, , , 5.37, 18.46, 997.0, , 
87, GJ02-054363, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 75.0, , , 8.03, 16.96, 1000.0, , 
88, GJ02-054364, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 75.19, , , 5.37, 19.44, 928.0, , 
89, GJ02-054365, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 75.43, , , 2.15, 22.42, 840.0, , 
90, GJ02-054366, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 74.59, , , 6.97, 18.44, 940.0, , 
91, GJ02-054367, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 74.78, , , 4.3, 20.92, 852.0, , 
92, GJ02-054368, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 74.18, , , 5.9, 19.92, 790.0, , 
93, GJ02-054369, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 74.52, , , 1.08, 24.4, 799.0, , 
94, GJ02-054370, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.76, , , 4.84, 21.4, 773.0, , 
95, GJ02-054371, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.84, , , 3.77, 22.4, 764.0, , 
96, GJ02-054372, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.93, , , 9.63, 17.43, 925.0, , 
97, GJ02-054373, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.08, , , 7.51, 19.41, 849.0, , 
98, GJ02-054374, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.16, , , 6.44, 20.4, 825.0, , 
99, GJ02-054375, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.38, , , 3.22, 23.39, 760.0, , 
100, GJ02-054376, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.46, , , 2.15, 24.39, 778.0, , 
101, GJ02-054377, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.53, , , 1.08, 25.39, 782.0, , 
102, GJ02-054378, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.61, , , , 26.39, 799.0, , 
103, GJ02-054379, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.82, , , 4.3, 22.88, 773.0, , 
104, GJ02-054380, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.82, , , , 27.18, 818.0, , 
105, GJ02-054381, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.4, , , 3.23, 24.37, 775.0, , 
106, GJ02-054382, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.55, , , 1.08, 26.37, 801.0, , 
107, GJ02-054383, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.65, , , 6.98, 21.37, 830.0, , 
108, GJ02-054384, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.76, , , 5.37, 22.86, 782.0, , 
109, GJ02-054385, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.83, , , 4.3, 23.86, 773.0, , 
110, GJ02-054386, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.2, , , 6.44, 22.36, 825.0, , 
111, GJ02-054387, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.42, , , 3.23, 25.35, 810.0, , 
112, GJ02-054388, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.64, , , , 28.36, 847.0, , 
113, GJ02-054389, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 70.22, , , 6.44, 23.34, 825.0, , 
114, GJ02-054390, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 70.29, , , 5.38, 24.33, 782.0, , 
115, GJ02-054391, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 69.23, , , 6.44, 24.32, 810.0, , 
116, GJ02-054392, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 69.31, , , 5.38, 25.31, 788.0, , 
117, GJ02-054393, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 69.45, , , 3.23, 27.32, 832.0, , 
118, GJ02-054394, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 69.06, , , 6.02, 24.91, 801.0, , 
119, GJ02-054395, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 67.27, , , 6.45, 26.28, 888.0, , 
120, GJ02-054547, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 76.48, , 14.25, , 9.27, 1282.0, , 
121, GJ02-054548, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 74.18, , 14.17, 6.11, 5.53, 1461.0, , 
122, GJ02-054549, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 74.47, , 14.23, 2.04, 9.25, 1258.0, , 
123, GJ02-054550, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.46, , 14.21, 4.08, 9.24, 1160.0, , 
124, GJ02-054551, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.6, , 14.24, 2.04, 11.11, 1141.0, , 
125, GJ02-054553, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.18, , 14.13, 10.16, 5.52, 1390.0, , 
126, GJ02-054554, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.46, , 14.19, 6.12, 9.23, 1198.0, , 
127, GJ02-054555, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.59, , 14.22, 4.09, 11.1, 1141.0, , 
128, GJ02-054556, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.74, , 14.25, 2.04, 12.97, 1080.0, , 
129, GJ02-054557, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.37, , 14.27, 0.51, 14.85, 1004.0, , 
130, GJ02-054558, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.46, , 14.17, 8.15, 9.22, 1230.0, , 
131, GJ02-054559, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.73, , 14.22, 4.09, 12.95, 1120.0, , 
132, GJ02-054560, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.0, , 14.28, , 16.72, 1042.0, , 
133, GJ02-054561, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.21, , 14.1, 14.19, 5.5, 1299.0, , 
134, GJ02-054562, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.47, , 14.15, 10.17, 9.2, 1227.0, , 
135, GJ02-054563, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.73, , 14.21, 6.12, 12.93, 1160.0, , 
136, GJ02-054564, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.99, , 14.26, 2.05, 16.7, 966.0, , 
137, GJ02-054565, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.74, , 14.19, 8.16, 12.92, 1164.0, , 
138, GJ02-054566, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.98, , 14.24, 4.09, 16.68, 1060.0, , 
139, GJ02-054567, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 65.24, , 14.3, , 20.46, 987.0, , 
140, GJ02-054568, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.5, , 14.11, 14.2, 9.18, 1241.0, , 
141, GJ02-054569, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.74, , 14.17, 10.19, 12.9, 1187.0, , 
142, GJ02-054570, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.99, , 14.22, 6.13, 16.65, 1090.0, , 
143, GJ02-054571, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 63.24, , 14.28, 2.05, 20.43, 940.0, , 
144, GJ02-054572, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 60.29, , 14.04, 20.19, 5.48, 1299.0, , 
145, GJ02-054573, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 60.52, , 14.09, 16.21, 9.17, 1250.0, , 
146, GJ02-054574, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 61.0, , 14.2, 8.17, 16.63, 1097.0, , 
147, GJ02-054575, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 61.23, , 14.26, 4.1, 20.4, 966.0, , 
148, GJ02-054576, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 58.78, , 14.13, 14.22, 12.86, 1202.0, , 
149, GJ02-054577, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 59.01, , 14.18, 10.2, 16.61, 1117.0, , 
150, GJ02-054578, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 59.24, , 14.24, 6.14, 20.38, 1000.0, , 
151, GJ02-054579, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 56.59, , 14.05, 20.21, 9.14, 1243.0, , 
152, GJ02-054580, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 56.7, , 14.08, 18.22, 10.99, 1216.0, , 
153, GJ02-054581, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 56.81, , 14.11, 16.23, 12.85, 1199.0, , 
154, GJ02-054582, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 57.25, , 14.22, 8.18, 20.35, 1036.0, , 
155, GJ02-054583, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 57.48, , 14.27, 4.1, 24.14, 942.0, , 
156, GJ02-054584, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 55.05, , 14.14, 14.24, 16.56, 1120.0, , 
157, GJ02-054585, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 52.88, , 14.07, 20.23, 12.81, 1183.0, , 
158, GJ02-054586, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 52.98, , 14.1, 18.24, 14.67, 1140.0, , 
159, GJ02-054587, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 53.08, , 14.13, 16.25, 16.54, 1114.0, , 
160, GJ02-054588, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 53.5, , 14.24, 8.19, 24.08, 1084.0, , 
161, GJ02-054589, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 51.32, , 14.16, 14.25, 20.27, 1144.0, , 
162, GJ02-054590, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 49.16, , 14.09, 20.26, 16.5, 1160.0, , 
163, GJ02-054591, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 49.54, , 14.2, 12.25, 24.01, 1120.0, , 
164, GJ02-054592, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 45.43, , 14.1, 20.28, 20.18, 1158.0, , 
165, GJ02-054593, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 45.61, , 14.16, 16.29, 23.94, 1124.0, , 
166, GJ02-054594, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.14, , 4.42, 4.23, 18.2, 887.0, , 
167, GJ02-054595, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.29, , 4.43, 2.12, 20.16, 887.0, , 
168, GJ02-054596, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.21, , 4.42, 4.24, 20.13, 795.0, , 
169, GJ02-054597, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.35, , 4.43, 2.12, 22.09, 742.0, , 
170, GJ02-054598, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 75.28, , 7.28, 3.98, 13.46, 1120.0, , 
171, GJ02-054599, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 75.42, , 7.3, 1.99, 15.29, 1035.0, , 
172, GJ02-054600, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.77, , 7.23, 12.47, 7.52, 1312.0, , 
173, GJ02-054601, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.18, , 7.26, 7.93, 11.62, 1120.0, , 
174, GJ02-054602, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.32, , 7.27, 5.96, 13.44, 1035.0, , 
175, GJ02-054603, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.46, , 7.29, 3.98, 15.27, 979.0, , 
176, GJ02-054604, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.6, , 7.3, 1.99, 17.1, 923.0, , 
177, GJ02-054605, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.74, , 7.32, , 18.94, 840.0, , 
178, GJ02-054606, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.37, , 7.26, 7.94, 13.42, 1017.0, , 
179, GJ02-054607, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.51, , 7.28, 5.96, 15.24, 920.0, , 
180, GJ02-054608, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.64, , 7.29, 3.98, 17.08, 859.0, , 
181, GJ02-054609, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.78, , 7.31, 1.99, 18.92, 808.0, , 
182, GJ02-054610, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.91, , 7.32, , 20.76, 797.0, , 
183, GJ02-054611, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.59, , 7.2, 16.58, 5.62, 1370.0, , 
184, GJ02-054612, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.56, , 7.27, 7.94, 15.22, 1000.0, , 
185, GJ02-054613, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.69, , 7.28, 5.97, 17.06, 920.0, , 
186, GJ02-054614, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.83, , 7.3, 3.98, 18.89, 834.0, , 
187, GJ02-054615, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.96, , 7.31, 1.99, 20.74, 809.0, , 
188, GJ02-054616, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.09, , 7.32, , 22.58, 797.0, , 
189, GJ02-054617, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.97, , 7.24, 12.49, 11.3, 1121.0, , 
190, GJ02-054618, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 67.74, , 7.27, 7.95, 17.03, 964.0, , 
191, GJ02-054619, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 67.87, , 7.29, 5.97, 18.86, 905.0, , 
192, GJ02-054620, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.0, , 7.3, 3.99, 20.71, 803.0, , 
193, GJ02-054622, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.26, , 7.33, , 24.41, 763.0, , 
194, GJ02-054623, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.54, , 7.18, 20.66, 5.61, 1257.0, , 
195, GJ02-054624, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.8, , 7.21, 16.6, 9.38, 1198.0, , 
196, GJ02-054625, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.98, , 7.3, 5.03, 20.69, 845.0, , 
197, GJ02-054626, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 65.93, , 7.28, 7.95, 18.84, 940.0, , 
198, GJ02-054627, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.05, , 7.29, 5.97, 20.68, 885.0, , 
199, GJ02-054628, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.18, , 7.3, 3.99, 22.52, 803.0, , 
200, GJ02-054629, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.31, , 7.32, 1.99, 24.38, 785.0, , 
201, GJ02-054630, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 67.83, , , 5.38, 26.79, 796.0, , 
202, GJ02-054631, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 65.16, , 7.25, 12.5, 15.08, 1083.0, , 
203, GJ02-054632, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.11, , 7.28, 7.96, 20.65, 960.0, , 
